,code,name,carrier,late aircraft,national aviation system,security,weather,cancelled,delayed,diverted,on time,total,carrier,late aircraft,national aviation system,security,total,weather,month
52974,IAD,"Washington, DC: Washington Dulles International",1,0,0,0,0,0,1,0,30,31,40,0,12,0,52,0,10
52975,IAH,"Houston, TX: George Bush Intercontinental/Houston",1,0,3,0,0,0,4,0,27,31,27,0,63,0,90,0,10
52976,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",0,0,1,0,0,0,1,0,61,62,0,0,17,0,17,0,10
52977,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6,0,1,0,0,0,7,0,55,62,239,0,28,0,267,0,10
52978,TPA,"Tampa, FL: Tampa International",1,0,0,0,0,0,1,0,30,31,59,0,0,0,59,0,10
52979,DTW,"Detroit, MI: Detroit Metro Wayne County",1,0,0,0,0,0,1,0,30,31,24,0,0,0,24,0,10
52980,LAS,"Las Vegas, NV: McCarran International",16,12,22,0,0,0,50,0,277,327,821,336,759,0,1916,0,10
52981,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",10,3,11,0,0,0,24,0,158,182,542,91,373,0,1006,0,10
52982,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",128,96,100,2,2,22,327,7,1173,1529,5754,6124,3823,125,15976,150,10
52983,LAX,"Los Angeles, CA: Los Angeles International",26,8,19,0,1,1,54,0,326,381,1119,530,594,0,2420,177,10
52984,BOS,"Boston, MA: Logan International",194,211,176,0,10,16,591,6,2871,3484,10579,13251,7670,17,32136,619,10
52985,JFK,"New York, NY: John F. Kennedy International",213,228,346,1,5,30,793,6,2800,3629,11429,13786,22424,10,48033,384,10
52986,SAN,"San Diego, CA: San Diego International",4,2,7,1,1,0,15,0,103,118,173,101,162,42,592,114,10
52987,MCO,"Orlando, FL: Orlando International",98,86,61,0,3,10,248,3,1266,1527,4939,5426,2096,12,12654,181,10
52988,TPA,"Tampa, FL: Tampa International",24,17,23,0,1,3,64,0,399,466,831,1162,1135,0,3183,55,10
52989,LGA,"New York, NY: LaGuardia",37,21,74,1,1,6,134,2,416,558,1675,1196,5312,45,8333,105,10
52990,ORD,"Chicago, IL: Chicago O'Hare International",23,9,23,1,1,0,57,0,148,205,943,392,594,24,1983,30,10
52991,DEN,"Denver, CO: Denver International",12,2,4,0,1,0,20,1,66,87,410,145,126,0,705,24,10
52992,LAS,"Las Vegas, NV: McCarran International",27,27,22,0,1,0,77,0,342,419,1082,1407,813,0,3419,117,10
52993,SEA,"Seattle, WA: Seattle/Tacoma International",12,8,21,0,1,0,42,0,125,167,564,397,800,0,1865,104,10
52994,SLC,"Salt Lake City, UT: Salt Lake City International",13,9,3,0,0,0,26,1,97,124,641,400,90,0,1158,27,10
52995,DCA,"Washington, DC: Ronald Reagan Washington National",54,40,48,0,1,2,142,1,743,888,2258,2351,2021,0,6655,25,10
52996,DTW,"Detroit, MI: Detroit Metro Wayne County",11,4,1,0,0,0,16,0,103,119,423,404,53,0,897,17,10
52997,SFO,"San Francisco, CA: San Francisco International",23,27,22,0,1,0,74,3,390,467,1391,1863,896,0,4259,109,10
52998,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6,0,2,0,0,0,8,0,49,57,221,9,95,0,325,0,10
52999,EWR,"Newark, NJ: Newark Liberty International",36,35,60,0,0,3,131,1,412,547,1729,1994,3679,12,7414,0,10
53000,PDX,"Portland, OR: Portland International",11,6,8,0,2,0,26,2,65,93,337,183,213,0,820,87,10
53001,IAD,"Washington, DC: Washington Dulles International",10,9,14,0,1,1,34,0,145,180,477,571,416,0,1600,136,10
53002,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10,6,3,0,0,0,19,1,143,163,386,311,109,0,806,0,10
53003,CLT,"Charlotte, NC: Charlotte Douglas International",10,7,9,0,0,0,26,1,89,116,502,410,300,0,1212,0,10
53004,PHL,"Philadelphia, PA: Philadelphia International",3,2,11,0,0,0,16,1,129,146,145,141,989,0,1275,0,10
53005,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4,4,3,0,1,0,12,0,50,62,187,146,106,0,462,23,10
53006,JFK,"New York, NY: John F. Kennedy International",76,58,154,0,4,1,292,4,2028,2325,6997,4671,7006,0,19339,665,10
53007,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",536,431,416,1,24,4,1409,5,19559,20977,55138,22968,11827,27,93333,3373,10
53008,MIA,"Miami, FL: Miami International",29,9,17,0,1,0,56,1,698,755,2241,480,520,0,3273,32,10
53009,MSP,"Minneapolis, MN: Minneapolis-St Paul International",155,96,212,0,6,2,468,5,5033,5508,14230,5855,5813,0,26249,351,10
53010,SLC,"Salt Lake City, UT: Salt Lake City International",64,50,48,0,3,0,165,3,2951,3119,4273,2589,1626,0,9467,979,10
53011,LAX,"Los Angeles, CA: Los Angeles International",81,79,83,0,3,1,246,2,2398,2647,8090,4868,2670,0,15832,204,10
53012,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",51,15,33,0,0,0,100,6,796,902,2749,838,1847,0,5463,29,10
53013,DTW,"Detroit, MI: Detroit Metro Wayne County",144,131,119,0,4,2,399,4,4288,4693,11694,7809,3368,0,23032,161,10
53014,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",15,8,23,0,0,0,46,2,417,465,532,254,1121,0,1907,0,10
53015,IAH,"Houston, TX: George Bush Intercontinental/Houston",12,2,3,0,0,0,17,0,203,220,534,49,133,0,716,0,10
53016,SFO,"San Francisco, CA: San Francisco International",34,33,56,0,2,0,125,2,909,1036,1872,1322,1929,0,5553,430,10
53017,BOS,"Boston, MA: Logan International",48,30,55,0,3,0,136,0,1064,1200,3488,1947,2839,0,8469,195,10
53018,LAS,"Las Vegas, NV: McCarran International",51,23,36,0,2,0,113,1,975,1089,4702,1061,1952,0,7827,112,10
53019,TPA,"Tampa, FL: Tampa International",27,19,11,0,0,0,56,0,792,848,1781,1333,281,0,3399,4,10
53020,SAN,"San Diego, CA: San Diego International",19,3,7,0,0,0,29,0,483,512,969,74,372,0,1415,0,10
53021,DEN,"Denver, CO: Denver International",26,11,14,0,1,0,52,2,660,714,1043,398,542,0,2078,95,10
53022,MCO,"Orlando, FL: Orlando International",53,19,41,0,1,0,114,0,1235,1349,2443,1392,906,0,4787,46,10
53023,SEA,"Seattle, WA: Seattle/Tacoma International",38,29,63,0,3,0,133,4,1133,1270,3196,1397,1621,0,6483,269,10
53024,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",22,6,8,0,0,0,36,0,567,603,972,233,365,0,1570,0,10
53025,DCA,"Washington, DC: Ronald Reagan Washington National",40,10,38,0,0,0,88,4,718,810,2003,354,1354,0,3711,0,10
53026,IAD,"Washington, DC: Washington Dulles International",9,1,3,0,0,0,13,0,251,264,409,29,204,0,660,18,10
53027,LGA,"New York, NY: LaGuardia",38,45,125,0,2,1,210,9,1831,2051,2808,3774,7534,0,14237,121,10
53028,PDX,"Portland, OR: Portland International",22,14,20,0,2,0,57,0,472,529,1076,541,512,0,2213,84,10
53029,ORD,"Chicago, IL: Chicago O'Hare International",23,11,12,0,0,0,46,0,645,691,1062,622,266,0,1950,0,10
53030,CLT,"Charlotte, NC: Charlotte Douglas International",36,15,16,0,1,0,68,0,482,550,2023,757,382,0,3211,49,10
53031,EWR,"Newark, NJ: Newark Liberty International",11,8,39,0,1,1,59,1,411,472,519,334,2617,0,3532,62,10
53032,PHL,"Philadelphia, PA: Philadelphia International",23,6,40,0,0,0,69,0,539,608,1277,337,2126,0,3740,0,10
53033,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",18,10,16,0,0,0,44,2,570,616,1248,564,501,0,2313,0,10
53034,MDW,"Chicago, IL: Chicago Midway International",6,1,2,0,0,0,8,0,233,241,223,10,65,0,298,0,10
53035,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",94,144,59,0,0,87,298,12,2208,2605,11642,9417,2534,0,23593,0,10
53036,ORD,"Chicago, IL: Chicago O'Hare International",85,147,204,0,4,7,440,6,3360,3813,8035,8289,7127,0,23956,505,10
53037,IAH,"Houston, TX: George Bush Intercontinental/Houston",91,215,272,0,12,43,590,33,4067,4733,7532,14811,14437,0,38777,1997,10
53038,EWR,"Newark, NJ: Newark Liberty International",62,204,370,0,6,72,642,7,2401,3122,3939,11937,24641,0,41058,541,10
53039,DCA,"Washington, DC: Ronald Reagan Washington National",10,19,17,0,0,2,46,0,215,263,687,1294,1120,0,3101,0,10
53040,CLT,"Charlotte, NC: Charlotte Douglas International",17,8,13,0,0,3,38,0,201,242,979,301,412,0,1692,0,10
53041,LGA,"New York, NY: LaGuardia",44,43,58,0,0,19,144,2,649,814,4314,3526,2896,0,10736,0,10
53042,BOS,"Boston, MA: Logan International",8,7,15,0,0,0,30,1,191,222,639,259,727,0,1625,0,10
53043,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6,6,8,0,0,1,21,0,49,71,348,274,280,0,902,0,10
53044,DTW,"Detroit, MI: Detroit Metro Wayne County",67,88,79,0,0,3,234,5,1761,2003,6524,6393,1937,0,14854,0,10
53045,IAD,"Washington, DC: Washington Dulles International",4,3,4,0,0,0,11,0,68,79,195,122,115,0,432,0,10
53046,PHL,"Philadelphia, PA: Philadelphia International",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,10
53047,MSP,"Minneapolis, MN: Minneapolis-St Paul International",28,24,32,0,0,3,84,0,292,379,2080,1527,983,0,4590,0,10
53048,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200,361,232,0,0,5,793,3,4244,5045,18150,22692,6310,0,47152,0,10
53049,MDW,"Chicago, IL: Chicago Midway International",14,4,4,0,0,1,22,0,101,124,835,140,91,0,1066,0,10
53050,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2,0,3,0,0,0,5,0,36,41,187,0,133,0,320,0,10
53051,LAS,"Las Vegas, NV: McCarran International",25,25,25,0,0,1,75,1,384,461,1374,1227,875,0,3476,0,10
53052,DEN,"Denver, CO: Denver International",52,96,100,0,1,2,249,0,1802,2053,3854,6037,3729,0,13666,46,10
53053,SAN,"San Diego, CA: San Diego International",3,3,4,0,0,0,10,0,96,106,116,116,91,0,323,0,10
53054,PHL,"Philadelphia, PA: Philadelphia International",14,16,37,0,0,0,67,0,213,280,1064,1051,1750,0,3865,0,10
53055,IAH,"Houston, TX: George Bush Intercontinental/Houston",5,7,16,0,1,0,28,0,127,155,262,533,566,0,1439,78,10
53056,MCO,"Orlando, FL: Orlando International",16,21,34,0,1,1,71,0,355,427,907,1471,1114,0,3509,17,10
53057,IAD,"Washington, DC: Washington Dulles International",11,9,9,0,0,1,29,0,143,173,643,559,357,0,1559,0,10
53058,ORD,"Chicago, IL: Chicago O'Hare International",20,21,37,0,0,1,79,0,370,450,1454,1331,1257,0,4046,4,10
53059,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2,9,8,0,0,0,19,0,128,147,302,717,212,0,1231,0,10
53060,DTW,"Detroit, MI: Detroit Metro Wayne County",2,3,2,0,0,0,7,0,61,68,100,166,127,0,393,0,10
53061,MSP,"Minneapolis, MN: Minneapolis-St Paul International",11,8,12,0,0,0,30,0,155,185,877,739,538,0,2154,0,10
53062,LAX,"Los Angeles, CA: Los Angeles International",7,3,6,0,0,0,16,0,136,152,452,372,133,0,957,0,10
53063,MIA,"Miami, FL: Miami International",7,6,12,0,0,0,26,0,159,185,448,438,605,0,1503,12,10
53064,SLC,"Salt Lake City, UT: Salt Lake City International",7,6,4,0,0,0,16,0,102,118,357,382,149,0,888,0,10
53065,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",26,22,54,0,0,3,102,1,427,533,1569,1703,2186,0,5458,0,10
53066,DCA,"Washington, DC: Ronald Reagan Washington National",2,3,8,0,0,0,12,0,74,86,97,169,292,0,558,0,10
53067,SFO,"San Francisco, CA: San Francisco International",9,7,18,0,0,0,34,0,152,186,600,375,636,0,1611,0,10
53068,LGA,"New York, NY: LaGuardia",7,1,12,0,0,0,19,0,65,84,452,68,863,0,1383,0,10
53069,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4,7,16,0,0,0,28,1,116,145,155,286,574,0,1015,0,10
53070,SEA,"Seattle, WA: Seattle/Tacoma International",4,2,4,0,0,0,10,0,75,85,173,190,117,0,480,0,10
53071,PDX,"Portland, OR: Portland International",3,1,1,0,0,0,5,0,82,87,66,41,30,0,137,0,10
53072,CLT,"Charlotte, NC: Charlotte Douglas International",1,2,2,0,0,0,5,0,56,61,59,150,50,0,259,0,10
53073,TPA,"Tampa, FL: Tampa International",6,4,3,0,0,0,14,0,110,124,252,329,123,0,729,25,10
53074,LAX,"Los Angeles, CA: Los Angeles International",11,4,1,0,0,0,16,0,108,124,448,340,19,0,807,0,10
53075,LAS,"Las Vegas, NV: McCarran International",9,2,0,0,1,0,12,0,63,75,245,33,0,0,299,21,10
53076,JFK,"New York, NY: John F. Kennedy International",9,0,0,0,0,0,9,0,18,27,353,0,0,14,367,0,10
53077,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",101,146,94,0,41,105,382,27,3384,3898,12714,11437,4487,0,34094,5456,10
53078,ORD,"Chicago, IL: Chicago O'Hare International",169,197,166,2,12,17,547,3,5473,6040,21816,13050,5093,66,41809,1784,10
53079,MIA,"Miami, FL: Miami International",18,7,18,0,0,0,44,0,297,341,1722,576,549,0,2884,37,10
53080,EWR,"Newark, NJ: Newark Liberty International",4,5,9,1,0,1,19,0,90,110,154,200,638,56,1048,0,10
53081,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5,4,2,0,0,1,11,1,136,149,399,139,84,0,622,0,10
53082,MSP,"Minneapolis, MN: Minneapolis-St Paul International",0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10
53083,DTW,"Detroit, MI: Detroit Metro Wayne County",12,16,12,0,0,2,40,0,130,172,662,913,470,12,2057,0,10
53084,LGA,"New York, NY: LaGuardia",23,56,73,0,1,18,154,0,393,565,1793,4235,3885,0,10008,95,10
53085,JFK,"New York, NY: John F. Kennedy International",5,9,9,0,0,3,22,0,129,154,386,674,661,0,1726,5,10
53086,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2,0,0,0,0,0,2,0,29,31,106,0,31,0,137,0,10
53087,DCA,"Washington, DC: Ronald Reagan Washington National",0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,10
53088,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",11,4,163,0,0,7,178,4,779,968,523,181,9610,0,10314,0,10
53089,MCO,"Orlando, FL: Orlando International",5,7,66,0,0,3,78,0,337,418,365,1122,3429,0,4916,0,10
53090,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3,5,56,0,0,2,64,1,261,328,85,523,2656,0,3264,0,10
53091,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6,9,168,1,0,4,183,0,447,634,300,743,8740,91,9874,0,10
53092,BOS,"Boston, MA: Logan International",1,5,39,0,0,3,44,0,201,248,33,389,1865,0,2287,0,10
53093,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4,12,160,0,0,4,177,0,579,760,203,809,8310,21,9347,4,10
53094,LGA,"New York, NY: LaGuardia",1,1,64,0,1,2,66,1,272,341,37,134,3154,0,3389,64,10
53095,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2,2,64,0,0,0,68,0,248,316,96,101,2943,0,3140,0,10
53096,LAS,"Las Vegas, NV: McCarran International",7,12,180,0,1,7,201,1,740,949,363,871,9094,0,10428,100,10
53097,TPA,"Tampa, FL: Tampa International",1,1,50,0,0,0,52,0,143,195,116,87,2734,0,2937,0,10
53098,LAX,"Los Angeles, CA: Los Angeles International",9,5,80,0,0,5,94,0,389,488,402,412,4270,0,5084,0,10
53099,DTW,"Detroit, MI: Detroit Metro Wayne County",4,8,125,0,0,3,138,0,489,630,333,1175,7382,0,8890,0,10
53100,IAH,"Houston, TX: George Bush Intercontinental/Houston",9,5,175,1,0,2,191,0,379,572,740,407,7944,30,9121,0,10
53101,ORD,"Chicago, IL: Chicago O'Hare International",8,10,207,0,0,2,225,1,748,976,417,643,9677,0,10737,0,10
53102,PHL,"Philadelphia, PA: Philadelphia International",2,3,31,0,0,1,35,0,119,155,111,113,1561,0,1785,0,10
53103,PDX,"Portland, OR: Portland International",0,0,17,0,0,0,17,0,45,62,0,0,1236,0,1236,0,10
53104,SAN,"San Diego, CA: San Diego International",3,2,20,0,0,1,25,1,159,186,191,116,1038,0,1345,0,10
53105,DEN,"Denver, CO: Denver International",4,1,34,0,0,3,39,1,274,317,442,37,2614,0,3093,0,10
53106,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",0,0,9,0,0,1,9,0,44,54,0,0,1217,0,1217,0,10
53107,LAX,"Los Angeles, CA: Los Angeles International",60,185,136,0,4,11,384,2,2142,2539,6078,10524,3941,2,20730,185,10
53108,SLC,"Salt Lake City, UT: Salt Lake City International",89,117,66,1,4,16,277,2,3603,3898,7369,6929,1557,40,16133,238,10
53109,SAN,"San Diego, CA: San Diego International",15,26,7,0,0,1,48,0,385,434,1302,1805,215,0,3322,0,10
53110,ORD,"Chicago, IL: Chicago O'Hare International",84,276,216,1,5,18,582,2,3220,3822,8293,14814,5877,36,29296,276,10
53111,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",56,67,47,1,6,5,177,3,1226,1411,4466,3991,1504,36,10504,507,10
53112,SFO,"San Francisco, CA: San Francisco International",72,274,240,0,4,33,590,1,2649,3273,7373,18159,15493,0,41166,141,10
53113,MSP,"Minneapolis, MN: Minneapolis-St Paul International",66,110,140,1,6,6,323,1,2099,2429,8734,7508,3710,23,20474,499,10
53114,IAH,"Houston, TX: George Bush Intercontinental/Houston",61,93,121,0,4,17,279,7,1327,1630,5834,5357,4158,4,15536,183,10
53115,SEA,"Seattle, WA: Seattle/Tacoma International",44,78,75,0,5,12,202,1,1241,1456,3006,5652,2321,0,11444,465,10
53116,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",21,16,36,0,2,2,75,3,287,367,860,826,1413,0,3199,100,10
53117,PDX,"Portland, OR: Portland International",10,17,9,0,1,1,37,0,434,472,717,1313,284,0,2338,24,10
53118,DEN,"Denver, CO: Denver International",125,187,208,1,12,19,533,5,3449,4006,14805,10125,7085,29,33791,1747,10
53119,LAS,"Las Vegas, NV: McCarran International",14,12,20,0,1,0,47,0,179,226,750,561,945,0,2326,70,10
53120,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",23,14,9,1,0,1,47,1,328,377,1472,880,254,79,2685,0,10
53121,DCA,"Washington, DC: Ronald Reagan Washington National",8,7,11,0,0,0,27,0,127,154,304,216,422,0,942,0,10
53122,DTW,"Detroit, MI: Detroit Metro Wayne County",32,49,35,0,3,6,118,1,881,1006,2913,2435,907,4,6438,179,10
53123,CLT,"Charlotte, NC: Charlotte Douglas International",5,10,8,0,0,0,23,0,90,113,350,383,164,0,897,0,10
53124,MIA,"Miami, FL: Miami International",1,0,2,0,0,0,3,0,19,22,23,8,51,0,82,0,10
53125,LGA,"New York, NY: LaGuardia",0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10
53126,PHL,"Philadelphia, PA: Philadelphia International",2,1,2,0,0,0,5,0,15,20,87,108,144,0,339,0,10
53127,SFO,"San Francisco, CA: San Francisco International",10,2,0,0,0,0,12,0,50,62,261,53,0,0,314,0,10
53128,SAN,"San Diego, CA: San Diego International",7,0,0,0,0,0,7,0,24,31,178,0,0,0,178,0,10
53129,SEA,"Seattle, WA: Seattle/Tacoma International",4,3,0,0,0,0,7,0,55,62,100,215,0,0,315,0,10
53130,PDX,"Portland, OR: Portland International",3,0,0,0,0,0,3,0,28,31,85,0,0,0,85,0,10
53131,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",8,1,0,0,0,0,9,1,21,31,167,18,8,0,193,0,10
53132,BOS,"Boston, MA: Logan International",1,0,1,0,0,0,2,0,19,21,22,6,23,0,51,0,10
53133,SFO,"San Francisco, CA: San Francisco International",189,162,174,0,4,17,529,3,3813,4362,13271,14166,8607,0,36294,250,10
53134,LAX,"Los Angeles, CA: Los Angeles International",150,108,110,0,3,9,371,4,2177,2561,8101,9582,3103,0,20897,111,10
53135,IAH,"Houston, TX: George Bush Intercontinental/Houston",201,158,197,0,9,21,565,26,4452,5064,12492,13354,9037,0,35821,938,10
53136,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",43,31,21,0,0,1,95,2,476,574,1989,2322,663,0,4984,10,10
53137,TPA,"Tampa, FL: Tampa International",38,26,17,0,1,2,82,0,432,516,1799,2028,615,0,4571,129,10
53138,EWR,"Newark, NJ: Newark Liberty International",132,135,241,0,7,10,515,14,3433,3972,8709,12904,15066,0,37333,654,10
53139,DEN,"Denver, CO: Denver International",180,138,184,0,13,5,516,8,4238,4767,13160,12102,6338,0,32493,893,10
53140,MCO,"Orlando, FL: Orlando International",65,30,23,0,2,2,120,0,904,1026,3240,3511,808,0,7726,167,10
53141,BOS,"Boston, MA: Logan International",50,43,45,0,4,2,142,0,1046,1190,3111,3645,2113,0,9288,419,10
53142,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",21,24,6,0,1,1,51,3,359,414,1285,2008,718,0,4073,62,10
53143,LAS,"Las Vegas, NV: McCarran International",55,51,35,0,2,2,142,2,978,1124,3306,4059,1995,0,9439,79,10
53144,IAD,"Washington, DC: Washington Dulles International",74,54,50,0,3,3,181,2,1547,1733,4809,3563,2158,0,10881,351,10
53145,SAN,"San Diego, CA: San Diego International",38,33,9,0,3,0,83,2,679,764,1804,2512,316,0,4685,53,10
53146,ORD,"Chicago, IL: Chicago O'Hare International",219,196,142,0,14,15,571,6,5585,6177,15605,16561,4882,0,37596,548,10
53147,PHL,"Philadelphia, PA: Philadelphia International",21,12,25,0,0,2,57,2,323,384,863,795,1872,0,3554,24,10
53148,MIA,"Miami, FL: Miami International",17,12,6,0,1,1,36,0,247,284,1075,945,167,0,2234,47,10
53149,DCA,"Washington, DC: Ronald Reagan Washington National",14,12,23,0,1,2,49,1,413,465,784,699,866,0,2398,49,10
53150,SEA,"Seattle, WA: Seattle/Tacoma International",36,42,30,0,2,3,109,0,619,731,1735,2652,970,0,5441,84,10
53151,MSP,"Minneapolis, MN: Minneapolis-St Paul International",16,8,8,0,0,1,32,0,314,347,824,578,176,0,1578,0,10
53152,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17,13,9,0,0,2,39,0,335,376,726,786,317,0,1831,2,10
53153,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",17,11,10,0,0,0,39,1,266,306,852,1168,279,0,2299,0,10
53154,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",30,20,17,0,1,0,69,2,255,326,1700,1229,1143,0,4103,31,10
53155,DTW,"Detroit, MI: Detroit Metro Wayne County",4,1,4,0,1,0,11,0,97,108,392,35,149,0,599,23,10
53156,LGA,"New York, NY: LaGuardia",35,22,91,0,0,0,149,2,623,774,1591,1653,6839,0,10083,0,10
53157,PDX,"Portland, OR: Portland International",31,30,11,0,2,0,74,0,476,550,1378,1461,381,0,3287,67,10
53158,CLT,"Charlotte, NC: Charlotte Douglas International",0,2,0,0,0,0,2,0,50,52,28,183,9,0,220,0,10
53159,SLC,"Salt Lake City, UT: Salt Lake City International",2,2,3,0,0,0,7,0,129,136,80,59,51,0,190,0,10
53160,JFK,"New York, NY: John F. Kennedy International",14,11,17,0,3,0,45,0,241,286,654,1611,868,0,3235,102,10
53161,LAX,"Los Angeles, CA: Los Angeles International",31,79,39,0,5,0,154,1,988,1143,2368,4789,1796,0,9177,224,10
53162,SFO,"San Francisco, CA: San Francisco International",45,94,79,0,5,4,223,0,1298,1525,2592,5743,4846,0,13387,206,10
53163,JFK,"New York, NY: John F. Kennedy International",12,12,29,1,5,0,59,0,276,335,543,709,1680,47,3109,130,10
53164,EWR,"Newark, NJ: Newark Liberty International",3,4,13,0,2,0,22,0,149,171,165,211,820,0,1294,98,10
53165,SEA,"Seattle, WA: Seattle/Tacoma International",7,16,9,0,4,0,36,0,158,194,249,918,317,0,1575,91,10
53166,ORD,"Chicago, IL: Chicago O'Hare International",7,11,10,0,1,1,29,0,116,146,261,541,273,0,1101,26,10
53167,PDX,"Portland, OR: Portland International",0,5,0,0,0,0,5,0,26,31,0,205,12,0,217,0,10
